tour;tour_len;related_starting_points
[3, 7, 0, 15, 12, 13, 11, 9, 8, 10, 4, 14, 5, 6, 2, 1];7104;102
[15, 2, 1, 4, 10, 8, 9, 11, 6, 5, 14, 3, 7, 0, 13, 12];8354;2
[6, 11, 12, 13, 0, 7, 3, 1, 2, 15, 14, 4, 10, 8, 9, 5];6956;356
[4, 14, 7, 0, 15, 11, 6, 5, 13, 12, 3, 1, 2, 9, 8, 10];7799;159
[14, 3, 1, 2, 11, 6, 5, 13, 12, 7, 0, 15, 9, 8, 10, 4];7795;457
[11, 15, 0, 7, 14, 5, 4, 10, 8, 9, 6, 2, 1, 3, 13, 12];8042;16
[0, 12, 6, 5, 13, 3, 1, 2, 15, 11, 9, 8, 10, 4, 14, 7];7887;112
[10, 8, 9, 15, 0, 7, 11, 6, 5, 13, 12, 2, 1, 3, 14, 4];7825;55
[0, 7, 12, 13, 5, 14, 4, 10, 8, 2, 1, 3, 15, 9, 6, 11];8407;5
[14, 5, 4, 10, 8, 9, 6, 13, 12, 11, 15, 2, 1, 3, 7, 0];7086;24
[9, 11, 15, 2, 1, 3, 4, 14, 7, 0, 12, 13, 6, 5, 10, 8];8183;10
[15, 11, 12, 13, 14, 7, 0, 9, 8, 10, 4, 5, 6, 3, 1, 2];7988;3
[0, 7, 3, 14, 13, 12, 15, 1, 2, 8, 10, 4, 5, 6, 9, 11];8432;1
[13, 12, 6, 11, 15, 0, 7, 2, 1, 3, 4, 10, 8, 9, 5, 14];7508;4
[14, 13, 12, 11, 0, 7, 3, 1, 2, 15, 6, 5, 9, 8, 10, 4];6972;617
[10, 4, 3, 1, 2, 15, 0, 7, 13, 14, 5, 6, 12, 11, 9, 8];7441;42
[14, 4, 10, 8, 5, 6, 3, 1, 2, 15, 9, 11, 0, 7, 12, 13];8120;3
[7, 3, 1, 2, 15, 11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 0];7001;208
[5, 14, 4, 10, 8, 9, 11, 13, 12, 15, 0, 7, 3, 1, 2, 6];7104;88
[12, 13, 5, 6, 9, 11, 3, 1, 2, 15, 8, 10, 4, 14, 7, 0];8230;13
[5, 8, 10, 4, 14, 0, 15, 12, 13, 11, 9, 2, 1, 3, 7, 6];8125;2
[12, 13, 14, 5, 6, 2, 1, 3, 4, 10, 8, 9, 11, 15, 0, 7];8186;7
[10, 15, 0, 7, 14, 4, 5, 6, 11, 12, 13, 3, 1, 2, 9, 8];8427;6
[1, 3, 7, 0, 15, 12, 13, 11, 9, 8, 10, 4, 14, 5, 6, 2];7104;91
[5, 6, 13, 14, 7, 0, 11, 12, 3, 1, 2, 15, 9, 8, 10, 4];7874;3
[10, 8, 9, 2, 1, 15, 11, 12, 0, 7, 3, 14, 13, 6, 5, 4];8016;11
[13, 6, 11, 2, 1, 3, 14, 5, 4, 10, 8, 9, 15, 0, 7, 12];8011;13
[9, 8, 10, 4, 1, 2, 15, 12, 13, 14, 3, 7, 0, 11, 6, 5];8329;1
[2, 1, 3, 13, 6, 9, 11, 12, 15, 0, 7, 14, 5, 4, 10, 8];8478;1
[0, 15, 11, 9, 8, 10, 4, 5, 6, 2, 1, 3, 14, 13, 12, 7];7982;10
[7, 14, 6, 5, 4, 10, 8, 2, 1, 3, 13, 12, 11, 9, 15, 0];8389;1
[3, 4, 10, 8, 9, 0, 7, 13, 12, 11, 6, 5, 14, 15, 2, 1];8096;9
[8, 10, 4, 14, 0, 15, 11, 12, 13, 5, 6, 2, 1, 3, 7, 9];8016;2
[0, 15, 11, 6, 9, 8, 10, 4, 5, 2, 1, 3, 7, 14, 13, 12];8119;1
[3, 13, 12, 11, 6, 5, 9, 15, 0, 7, 14, 4, 10, 8, 2, 1];8192;35
[13, 12, 11, 6, 9, 15, 0, 2, 1, 3, 7, 4, 10, 8, 5, 14];7619;18
[3, 12, 6, 5, 13, 0, 7, 14, 4, 10, 8, 9, 11, 15, 2, 1];7902;27
[14, 4, 10, 8, 9, 0, 7, 3, 1, 2, 15, 12, 11, 6, 5, 13];7040;112
[14, 3, 1, 2, 15, 12, 11, 6, 5, 4, 10, 8, 9, 0, 7, 13];7847;16
[2, 15, 11, 6, 5, 4, 14, 13, 12, 7, 0, 9, 8, 10, 3, 1];8484;2
[0, 7, 3, 1, 2, 9, 8, 10, 4, 14, 5, 6, 11, 13, 12, 15];6909;652
[13, 14, 7, 0, 9, 8, 10, 4, 5, 6, 11, 12, 3, 1, 2, 15];7930;3
[3, 1, 2, 8, 10, 4, 7, 0, 15, 9, 6, 5, 14, 13, 12, 11];8497;5
[9, 8, 10, 4, 14, 3, 7, 0, 13, 12, 15, 1, 2, 11, 6, 5];7923;8
[4, 3, 1, 2, 15, 12, 13, 14, 5, 6, 11, 7, 0, 9, 8, 10];8049;20
[7, 3, 1, 2, 15, 9, 11, 12, 13, 14, 4, 10, 8, 5, 6, 0];7263;24
[9, 15, 0, 7, 11, 6, 5, 13, 12, 2, 1, 3, 14, 4, 10, 8];7825;45
[7, 3, 14, 5, 4, 10, 8, 9, 2, 1, 15, 11, 6, 13, 12, 0];8133;9
[2, 0, 15, 8, 10, 4, 14, 5, 6, 9, 11, 12, 13, 7, 3, 1];7390;52
[13, 12, 11, 9, 8, 10, 4, 15, 0, 7, 3, 1, 2, 6, 5, 14];7530;6
[12, 11, 9, 6, 5, 4, 10, 8, 15, 0, 7, 2, 1, 3, 14, 13];7524;15
[1, 2, 8, 10, 4, 5, 9, 15, 0, 7, 13, 12, 11, 6, 14, 3];8441;2
[7, 0, 15, 12, 13, 11, 6, 5, 9, 8, 10, 4, 14, 3, 1, 2];6983;291
[8, 10, 4, 5, 6, 11, 12, 13, 14, 3, 1, 2, 7, 0, 15, 9];7085;120
[2, 15, 13, 6, 5, 10, 8, 9, 11, 12, 0, 7, 14, 4, 3, 1];8231;6
[3, 7, 0, 12, 13, 6, 5, 14, 4, 10, 8, 9, 11, 15, 2, 1];6930;803
[5, 4, 10, 8, 9, 0, 7, 11, 6, 13, 12, 15, 2, 1, 3, 14];8008;12
[10, 4, 14, 5, 9, 15, 0, 7, 12, 11, 6, 13, 3, 1, 2, 8];8396;4
[14, 4, 10, 8, 9, 11, 15, 0, 2, 1, 3, 7, 12, 13, 6, 5];7028;202
[12, 13, 14, 4, 10, 8, 9, 7, 3, 1, 2, 0, 15, 11, 6, 5];7188;172
[7, 3, 1, 2, 15, 12, 13, 11, 6, 5, 14, 4, 10, 8, 9, 0];6939;400
[2, 8, 10, 4, 14, 13, 12, 11, 7, 0, 15, 9, 6, 5, 3, 1];8316;5
[11, 12, 13, 14, 15, 0, 7, 3, 1, 2, 9, 8, 10, 4, 5, 6];7108;85
[1, 2, 9, 8, 10, 4, 3, 7, 0, 13, 14, 5, 6, 11, 12, 15];8210;3
[1, 2, 15, 0, 7, 14, 4, 10, 8, 9, 5, 6, 11, 12, 13, 3];7038;56
[5, 9, 15, 0, 7, 12, 11, 6, 13, 14, 3, 1, 2, 8, 10, 4];8465;1
[3, 1, 2, 0, 15, 13, 14, 5, 6, 12, 11, 9, 8, 10, 4, 7];7463;5
[2, 15, 11, 12, 13, 6, 5, 10, 8, 9, 0, 7, 14, 4, 3, 1];8196;2
[14, 6, 5, 4, 10, 8, 9, 2, 1, 3, 13, 12, 11, 15, 0, 7];7865;30
[14, 7, 0, 15, 9, 6, 11, 13, 12, 2, 1, 3, 4, 10, 8, 5];8370;1
[1, 2, 8, 10, 4, 3, 7, 0, 12, 13, 14, 5, 6, 9, 11, 15];8616;1
[13, 12, 15, 1, 2, 8, 10, 4, 14, 3, 7, 0, 9, 5, 6, 11];8405;6
[12, 13, 5, 6, 2, 1, 3, 7, 0, 15, 14, 4, 10, 8, 9, 11];7250;41
[9, 8, 10, 4, 5, 14, 0, 15, 12, 13, 6, 11, 7, 3, 1, 2];8025;3
[2, 7, 0, 15, 6, 5, 13, 12, 11, 9, 8, 10, 4, 14, 3, 1];7170;199
[12, 11, 6, 5, 14, 13, 9, 8, 10, 4, 15, 2, 1, 3, 7, 0];7462;10
[0, 7, 13, 5, 6, 2, 1, 3, 14, 4, 10, 8, 9, 11, 12, 15];7959;53
[7, 0, 15, 14, 13, 12, 11, 9, 6, 5, 4, 10, 8, 2, 1, 3];7550;36
[14, 5, 6, 13, 3, 1, 2, 15, 11, 12, 7, 0, 9, 8, 10, 4];7794;7
[10, 3, 1, 2, 15, 12, 13, 11, 6, 5, 4, 14, 7, 0, 9, 8];8485;1
[5, 6, 9, 11, 12, 0, 7, 3, 4, 10, 8, 2, 1, 15, 13, 14];8664;1
[8, 9, 5, 14, 13, 12, 6, 11, 15, 0, 7, 2, 1, 3, 4, 10];7508;6
[0, 7, 3, 1, 2, 15, 4, 10, 8, 9, 11, 6, 5, 14, 13, 12];7352;18
[7, 0, 15, 11, 12, 3, 1, 2, 8, 10, 4, 5, 6, 9, 13, 14];8404;1
[5, 10, 8, 9, 11, 13, 12, 15, 0, 7, 14, 4, 3, 1, 2, 6];8357;5
[9, 0, 7, 14, 13, 12, 11, 15, 2, 1, 3, 6, 5, 4, 10, 8];7988;7
[14, 4, 10, 8, 9, 15, 0, 7, 11, 6, 5, 13, 12, 2, 1, 3];7825;43
[1, 2, 7, 0, 15, 11, 6, 5, 4, 10, 8, 9, 12, 13, 14, 3];7224;43
[11, 12, 7, 0, 9, 8, 10, 4, 14, 5, 6, 13, 3, 1, 2, 15];7794;12
[9, 2, 1, 15, 12, 13, 5, 6, 11, 0, 7, 3, 14, 4, 10, 8];7937;38
[3, 4, 10, 8, 9, 2, 1, 15, 12, 11, 6, 5, 14, 13, 0, 7];8210;7
[6, 5, 3, 1, 2, 15, 13, 14, 4, 10, 8, 9, 11, 0, 7, 12];8042;4
[2, 1, 3, 7, 0, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12, 15];7368;53
[4, 5, 6, 13, 12, 11, 15, 1, 2, 9, 8, 10, 0, 7, 3, 14];8594;2
[5, 4, 10, 8, 9, 15, 2, 1, 3, 12, 13, 6, 11, 0, 7, 14];7991;2
[7, 14, 6, 5, 4, 10, 8, 9, 11, 12, 13, 3, 1, 2, 15, 0];7235;5
[9, 6, 11, 0, 7, 3, 14, 5, 13, 12, 15, 2, 1, 4, 10, 8];8455;2
[11, 6, 5, 13, 12, 3, 1, 2, 9, 8, 10, 4, 14, 7, 0, 15];7799;181
[10, 4, 14, 13, 5, 6, 11, 12, 15, 2, 1, 3, 7, 0, 9, 8];7040;108
[1, 2, 15, 9, 11, 12, 0, 7, 14, 13, 6, 5, 8, 10, 4, 3];8293;2
[4, 14, 13, 12, 7, 0, 15, 9, 8, 10, 3, 1, 2, 11, 6, 5];8515;1
[0, 2, 1, 3, 7, 13, 12, 9, 8, 10, 4, 14, 5, 6, 11, 15];7090;14
[10, 8, 9, 0, 7, 11, 6, 13, 12, 15, 2, 1, 3, 14, 5, 4];8008;13
[0, 7, 4, 10, 8, 9, 15, 2, 1, 3, 12, 13, 14, 5, 6, 11];8056;11
[2, 1, 3, 7, 0, 15, 8, 10, 4, 14, 5, 6, 9, 11, 13, 12];7411;25
[6, 11, 12, 15, 2, 1, 3, 10, 8, 9, 0, 7, 13, 14, 4, 5];8514;1
[14, 13, 12, 11, 6, 5, 4, 10, 8, 9, 0, 7, 3, 1, 2, 15];7138;39
[13, 12, 0, 7, 3, 1, 2, 15, 11, 6, 5, 9, 8, 10, 4, 14];6875;872
[9, 14, 3, 1, 2, 7, 0, 15, 11, 12, 13, 6, 5, 4, 10, 8];7307;1
[13, 12, 7, 0, 11, 9, 15, 2, 1, 3, 14, 4, 10, 8, 5, 6];7954;4
[8, 5, 6, 13, 3, 1, 2, 15, 9, 11, 12, 0, 7, 14, 4, 10];8020;4
[11, 6, 9, 8, 10, 4, 14, 5, 13, 12, 15, 0, 2, 1, 3, 7];7127;33
[9, 11, 12, 13, 14, 15, 0, 7, 3, 1, 2, 6, 5, 4, 10, 8];7303;24
[3, 7, 11, 6, 5, 12, 13, 14, 4, 10, 8, 9, 15, 0, 2, 1];7115;227
[11, 12, 13, 14, 3, 1, 2, 7, 0, 15, 8, 10, 4, 5, 6, 9];7524;27
[7, 0, 13, 5, 6, 11, 12, 15, 1, 2, 9, 8, 10, 4, 14, 3];7953;36
[13, 12, 7, 0, 11, 6, 9, 8, 10, 4, 15, 2, 1, 3, 14, 5];8213;3
[15, 12, 13, 11, 6, 5, 4, 14, 7, 0, 9, 8, 10, 3, 1, 2];8485;2
[1, 2, 0, 15, 9, 8, 10, 4, 14, 13, 5, 6, 11, 12, 7, 3];7064;84
[3, 7, 14, 13, 12, 11, 0, 15, 9, 6, 5, 4, 10, 8, 2, 1];8208;3
[2, 15, 12, 11, 6, 5, 14, 13, 3, 7, 0, 9, 8, 10, 4, 1];8458;2
[5, 6, 13, 3, 1, 2, 9, 11, 12, 15, 0, 7, 14, 4, 10, 8];8064;6
[11, 6, 5, 13, 3, 1, 2, 9, 8, 10, 4, 14, 7, 0, 15, 12];7820;101
[2, 9, 8, 10, 4, 5, 6, 14, 7, 0, 15, 11, 12, 13, 3, 1];7865;24
[6, 11, 12, 15, 2, 1, 3, 7, 0, 14, 13, 9, 8, 10, 4, 5];7176;13
[13, 5, 14, 4, 10, 8, 9, 6, 11, 0, 7, 3, 1, 2, 15, 12];7021;109
[6, 11, 7, 3, 0, 9, 8, 10, 4, 14, 1, 2, 15, 12, 13, 5];8185;5
[10, 4, 14, 13, 5, 6, 9, 11, 12, 15, 2, 1, 3, 7, 0, 8];7469;18
[13, 6, 5, 10, 8, 9, 11, 0, 7, 14, 4, 3, 1, 2, 15, 12];8203;4
[9, 7, 3, 1, 2, 6, 5, 11, 15, 0, 12, 13, 14, 4, 10, 8];8024;9
[11, 9, 8, 10, 4, 3, 1, 2, 6, 5, 14, 13, 12, 7, 0, 15];8186;7
[14, 13, 12, 7, 0, 11, 6, 5, 3, 1, 2, 15, 9, 8, 10, 4];7883;52
[5, 13, 15, 0, 7, 14, 4, 10, 8, 9, 11, 12, 3, 1, 2, 6];8042;9
[3, 1, 2, 15, 0, 7, 13, 12, 11, 6, 9, 8, 10, 4, 5, 14];7161;113
[14, 4, 10, 8, 9, 5, 6, 11, 7, 3, 1, 2, 0, 15, 12, 13];7001;147
[7, 0, 9, 8, 10, 4, 14, 5, 6, 3, 1, 2, 15, 11, 12, 13];7863;10
[1, 3, 12, 13, 6, 5, 8, 10, 4, 14, 7, 0, 11, 9, 15, 2];8019;2
[6, 5, 9, 8, 10, 4, 14, 13, 12, 11, 15, 0, 7, 3, 1, 2];7053;306
[6, 14, 7, 0, 13, 12, 15, 2, 1, 3, 11, 9, 8, 10, 4, 5];7933;7
[14, 13, 7, 0, 15, 12, 11, 9, 6, 5, 4, 10, 8, 2, 1, 3];8259;10
[1, 2, 0, 15, 9, 8, 10, 4, 14, 13, 12, 5, 6, 11, 7, 3];7115;201
[7, 0, 15, 11, 12, 13, 3, 1, 2, 6, 5, 9, 8, 10, 4, 14];7863;42
[3, 1, 2, 15, 9, 8, 10, 4, 14, 5, 6, 11, 12, 13, 0, 7];6859;1321
[5, 9, 15, 0, 7, 14, 4, 10, 8, 2, 1, 3, 13, 12, 11, 6];8192;31
[4, 10, 8, 9, 11, 6, 5, 14, 13, 12, 15, 2, 1, 3, 7, 0];7296;40
[12, 13, 14, 3, 7, 0, 9, 6, 5, 4, 10, 8, 2, 1, 15, 11];8425;1
[7, 14, 5, 4, 10, 8, 9, 15, 2, 1, 3, 12, 13, 6, 11, 0];7991;4
[3, 1, 2, 9, 8, 10, 4, 5, 6, 11, 12, 13, 14, 15, 0, 7];7108;96
[8, 2, 1, 3, 14, 6, 13, 12, 7, 0, 15, 11, 9, 5, 4, 10];8518;2
[7, 3, 1, 2, 15, 14, 13, 9, 8, 10, 4, 5, 6, 11, 12, 0];7235;6
[9, 8, 10, 4, 14, 13, 12, 0, 15, 11, 6, 5, 7, 3, 1, 2];7872;210
[12, 11, 6, 5, 14, 13, 7, 0, 9, 8, 10, 4, 3, 1, 2, 15];8051;17
[12, 13, 0, 7, 14, 4, 10, 8, 5, 6, 3, 1, 2, 15, 9, 11];8095;7
[2, 15, 0, 7, 14, 5, 13, 12, 11, 6, 9, 8, 10, 4, 3, 1];7437;10
[5, 14, 13, 12, 11, 0, 7, 3, 4, 10, 8, 9, 2, 1, 15, 6];8271;18
[3, 1, 2, 15, 12, 13, 14, 4, 10, 8, 9, 5, 6, 11, 0, 7];6895;673
[10, 4, 14, 13, 12, 0, 7, 3, 1, 2, 15, 11, 6, 5, 9, 8];6875;932
[14, 13, 12, 0, 15, 11, 6, 5, 7, 3, 1, 2, 9, 8, 10, 4];7872;214
[6, 9, 15, 0, 7, 13, 14, 5, 8, 10, 4, 3, 1, 2, 12, 11];8399;2
[13, 6, 5, 4, 14, 7, 0, 15, 11, 10, 8, 9, 2, 1, 3, 12];8380;2
[4, 14, 7, 0, 12, 11, 9, 8, 10, 5, 6, 13, 15, 2, 1, 3];8231;11
[8, 2, 1, 3, 12, 13, 14, 5, 6, 9, 11, 15, 0, 7, 4, 10];8522;4
[14, 4, 10, 8, 9, 2, 1, 3, 7, 0, 15, 11, 12, 13, 6, 5];6913;218
[10, 4, 1, 2, 15, 12, 13, 14, 3, 7, 0, 11, 6, 5, 9, 8];8329;1
[7, 0, 15, 13, 14, 5, 6, 2, 1, 3, 12, 11, 9, 8, 10, 4];8323;1
[7, 0, 6, 5, 10, 8, 9, 11, 13, 12, 15, 2, 1, 3, 4, 14];8278;3
[14, 7, 0, 15, 12, 11, 9, 2, 1, 3, 4, 10, 8, 5, 6, 13];8337;1
[3, 4, 10, 8, 9, 5, 6, 11, 12, 0, 7, 14, 13, 15, 2, 1];8006;23
[10, 8, 2, 1, 3, 14, 13, 6, 11, 12, 7, 0, 15, 9, 5, 4];8465;2
[11, 12, 13, 14, 15, 2, 1, 3, 7, 0, 9, 8, 10, 4, 5, 6];7138;28
[6, 12, 13, 14, 5, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15, 11];7508;5
[4, 10, 8, 9, 6, 5, 3, 1, 2, 15, 11, 12, 13, 0, 7, 14];7776;103
[4, 14, 7, 0, 15, 11, 9, 2, 1, 3, 12, 13, 6, 5, 8, 10];8043;3
[10, 4, 14, 5, 6, 13, 12, 7, 3, 1, 2, 0, 15, 11, 9, 8];7028;198
[10, 4, 14, 7, 0, 11, 9, 15, 2, 1, 3, 12, 13, 6, 5, 8];8019;6
[12, 0, 7, 3, 1, 2, 15, 8, 10, 4, 14, 13, 5, 6, 9, 11];7405;43
[5, 14, 13, 9, 8, 10, 4, 7, 3, 1, 2, 0, 15, 12, 11, 6];7475;16
[4, 10, 8, 9, 15, 0, 7, 12, 13, 6, 11, 2, 1, 3, 14, 5];8011;15
[0, 7, 3, 12, 13, 6, 5, 8, 10, 4, 14, 1, 2, 9, 11, 15];8369;1
[9, 6, 5, 13, 12, 11, 15, 2, 1, 3, 7, 0, 14, 4, 10, 8];6870;362
[1, 3, 10, 8, 9, 0, 7, 12, 11, 6, 5, 4, 14, 13, 15, 2];8532;3
[6, 11, 12, 13, 7, 0, 15, 10, 8, 9, 2, 1, 3, 14, 4, 5];8371;19
[6, 5, 4, 14, 7, 0, 9, 8, 10, 3, 1, 2, 15, 12, 13, 11];8485;4
[4, 1, 2, 15, 11, 6, 5, 14, 13, 12, 3, 7, 0, 9, 8, 10];8437;4
[0, 15, 11, 9, 2, 1, 3, 12, 13, 14, 5, 6, 8, 10, 4, 7];8363;1
[10, 8, 9, 11, 12, 13, 5, 6, 15, 2, 1, 3, 7, 0, 14, 4];7090;184
[11, 13, 12, 2, 1, 3, 4, 10, 8, 5, 14, 7, 0, 15, 9, 6];8370;2
[15, 2, 1, 3, 10, 8, 9, 0, 7, 14, 4, 5, 6, 13, 12, 11];8489;2
[14, 5, 8, 10, 4, 7, 3, 1, 2, 9, 6, 11, 15, 0, 12, 13];8350;2
[9, 6, 5, 14, 13, 15, 2, 1, 3, 4, 10, 8, 0, 7, 12, 11];8498;3
[4, 3, 1, 2, 15, 9, 8, 10, 5, 6, 11, 12, 13, 0, 7, 14];8112;23
[14, 4, 10, 8, 9, 11, 12, 15, 2, 1, 3, 7, 0, 13, 6, 5];6966;320
[10, 4, 14, 13, 15, 2, 1, 3, 5, 6, 12, 7, 0, 11, 9, 8];8042;4
[0, 6, 5, 10, 8, 9, 11, 13, 12, 15, 2, 1, 3, 4, 14, 7];8278;3
[2, 1, 14, 4, 10, 8, 0, 7, 3, 12, 13, 5, 6, 9, 11, 15];8584;2
[6, 5, 14, 4, 10, 8, 9, 2, 1, 3, 7, 0, 15, 12, 13, 11];6909;702
[2, 8, 10, 4, 14, 7, 0, 11, 12, 13, 5, 6, 9, 15, 3, 1];8249;20
[13, 0, 7, 14, 4, 10, 8, 5, 6, 3, 1, 2, 15, 9, 11, 12];8095;2
[13, 14, 3, 1, 2, 8, 10, 4, 5, 6, 9, 11, 12, 15, 0, 7];8259;11
[15, 12, 11, 9, 6, 5, 13, 7, 0, 8, 10, 4, 14, 3, 1, 2];8223;4
[3, 11, 6, 9, 0, 7, 4, 10, 8, 5, 14, 13, 12, 15, 2, 1];8461;1
[6, 9, 11, 0, 7, 3, 1, 2, 15, 8, 10, 4, 14, 13, 12, 5];7448;46
[6, 5, 14, 13, 12, 11, 9, 8, 10, 4, 3, 1, 2, 7, 0, 15];7427;36
[14, 13, 12, 3, 1, 2, 15, 9, 8, 10, 4, 7, 0, 11, 6, 5];8056;4
[4, 10, 8, 2, 1, 3, 12, 11, 15, 0, 7, 14, 13, 9, 6, 5];8404;3
[0, 7, 3, 4, 10, 8, 9, 11, 15, 1, 2, 6, 5, 14, 13, 12];8369;1
[15, 2, 1, 3, 7, 0, 11, 12, 13, 5, 14, 4, 10, 8, 9, 6];7098;101
[15, 2, 1, 3, 13, 12, 11, 0, 7, 14, 6, 5, 4, 10, 8, 9];7841;15
[6, 9, 11, 13, 12, 2, 1, 3, 4, 10, 8, 15, 0, 7, 14, 5];8494;1
[6, 11, 7, 0, 9, 8, 10, 4, 14, 3, 1, 2, 15, 12, 13, 5];7792;55
[5, 13, 12, 11, 9, 8, 10, 4, 14, 15, 0, 7, 3, 1, 2, 6];7250;52
[0, 11, 9, 8, 10, 4, 5, 6, 2, 1, 15, 12, 13, 14, 3, 7];8185;2
[13, 12, 7, 0, 11, 9, 5, 4, 10, 8, 15, 2, 1, 3, 14, 6];8491;1
[13, 12, 11, 9, 15, 0, 2, 1, 3, 7, 6, 5, 8, 10, 4, 14];7366;12
[11, 6, 5, 13, 7, 0, 15, 9, 8, 10, 4, 14, 3, 1, 2, 12];7827;34
[0, 9, 8, 10, 4, 5, 6, 11, 12, 13, 14, 15, 2, 1, 3, 7];7138;34
[10, 8, 9, 0, 7, 13, 12, 11, 15, 2, 1, 3, 14, 6, 5, 4];7839;42
[1, 2, 6, 5, 9, 8, 10, 4, 14, 3, 7, 0, 13, 12, 11, 15];7996;40
[10, 8, 15, 2, 1, 3, 7, 0, 12, 5, 6, 9, 11, 13, 14, 4];7470;20
[5, 13, 12, 11, 0, 7, 14, 4, 10, 8, 2, 1, 3, 15, 9, 6];8249;27
[14, 3, 1, 2, 6, 5, 4, 10, 8, 9, 11, 12, 15, 0, 7, 13];8012;9
[9, 6, 5, 4, 10, 8, 2, 1, 3, 14, 13, 12, 11, 7, 0, 15];8196;16
[2, 15, 12, 13, 6, 5, 14, 3, 7, 0, 11, 9, 8, 10, 4, 1];8384;4
[11, 6, 5, 4, 14, 13, 12, 7, 0, 9, 8, 10, 3, 1, 2, 15];8484;1
[10, 8, 2, 1, 3, 14, 13, 12, 7, 0, 15, 11, 9, 6, 5, 4];8229;15
[5, 8, 10, 4, 14, 7, 0, 15, 9, 11, 12, 13, 3, 1, 2, 6];8152;2
[10, 8, 9, 0, 7, 12, 11, 15, 2, 1, 3, 13, 6, 5, 14, 4];7794;6
[3, 11, 6, 5, 14, 13, 12, 15, 0, 7, 4, 10, 8, 9, 2, 1];8116;12
[13, 14, 3, 1, 2, 15, 11, 12, 7, 0, 9, 8, 10, 4, 5, 6];7863;11
[13, 12, 11, 7, 0, 15, 9, 8, 10, 4, 5, 6, 2, 1, 3, 14];7949;29
[10, 8, 9, 11, 13, 12, 15, 2, 1, 3, 7, 0, 6, 5, 14, 4];7025;137
[13, 14, 5, 6, 9, 11, 0, 7, 4, 10, 8, 15, 2, 1, 3, 12];8495;1
[7, 3, 14, 5, 6, 9, 8, 10, 4, 1, 2, 15, 11, 12, 13, 0];8211;11
[12, 0, 7, 14, 4, 10, 8, 9, 15, 2, 1, 3, 11, 6, 5, 13];7791;124
[13, 14, 3, 1, 2, 6, 5, 4, 10, 8, 9, 15, 0, 7, 11, 12];7949;32
[14, 4, 10, 8, 9, 7, 3, 1, 2, 6, 5, 11, 15, 0, 12, 13];8024;8
[14, 13, 12, 11, 7, 0, 15, 9, 6, 5, 3, 1, 2, 8, 10, 4];8316;12
[2, 8, 10, 4, 5, 6, 9, 15, 0, 11, 12, 13, 14, 7, 3, 1];8208;5
[15, 0, 12, 13, 14, 5, 8, 10, 4, 7, 3, 1, 2, 9, 6, 11];8350;1
[13, 3, 1, 2, 6, 5, 9, 8, 10, 4, 14, 7, 0, 15, 11, 12];7863;57
[5, 9, 8, 10, 4, 14, 13, 7, 3, 1, 2, 0, 15, 12, 11, 6];7003;126
[8, 2, 1, 3, 7, 14, 13, 12, 11, 0, 15, 9, 6, 5, 4, 10];8208;5
[11, 15, 0, 7, 14, 4, 3, 1, 2, 9, 8, 10, 5, 6, 13, 12];8166;4
[13, 14, 4, 10, 8, 9, 5, 6, 11, 12, 15, 0, 2, 1, 3, 7];7003;153
[13, 0, 7, 14, 4, 10, 8, 9, 5, 6, 11, 3, 1, 2, 15, 12];7736;9
[7, 0, 11, 9, 8, 10, 4, 1, 2, 15, 12, 6, 5, 14, 13, 3];8515;1
[12, 11, 0, 7, 4, 10, 8, 5, 14, 13, 6, 9, 15, 2, 1, 3];8417;1
[7, 3, 1, 2, 0, 15, 9, 8, 10, 4, 14, 13, 5, 6, 11, 12];7064;96
[8, 10, 5, 6, 15, 2, 1, 3, 4, 14, 7, 0, 13, 12, 11, 9];8250;9
[3, 7, 4, 10, 8, 9, 15, 0, 11, 12, 13, 14, 5, 6, 2, 1];8189;2
[4, 14, 3, 7, 0, 9, 5, 6, 11, 13, 12, 15, 1, 2, 8, 10];8405;2
[7, 9, 8, 10, 4, 14, 5, 6, 13, 12, 11, 15, 0, 2, 1, 3];7068;52
[3, 13, 12, 11, 9, 15, 0, 7, 14, 6, 5, 4, 10, 8, 2, 1];8389;1
[7, 3, 14, 4, 10, 8, 2, 1, 15, 11, 9, 6, 5, 13, 12, 0];8359;3
[0, 7, 14, 13, 15, 2, 1, 3, 4, 10, 8, 9, 5, 6, 11, 12];8006;18
[10, 4, 14, 7, 0, 15, 2, 1, 3, 13, 12, 11, 6, 5, 9, 8];7038;66
[2, 1, 3, 7, 11, 6, 13, 12, 15, 0, 14, 5, 4, 10, 8, 9];8025;4
[10, 8, 9, 13, 14, 5, 6, 11, 12, 15, 0, 7, 2, 1, 3, 4];7460;48
[15, 2, 1, 3, 4, 14, 7, 0, 13, 12, 11, 6, 5, 10, 8, 9];8112;15
[4, 14, 13, 12, 5, 6, 9, 11, 15, 0, 7, 3, 1, 2, 8, 10];7475;47
[10, 4, 5, 14, 7, 0, 15, 11, 6, 13, 12, 3, 1, 2, 9, 8];8015;15
[12, 13, 14, 5, 6, 15, 0, 2, 1, 3, 7, 4, 10, 8, 9, 11];7442;15
[13, 14, 5, 6, 11, 0, 7, 4, 10, 8, 9, 15, 2, 1, 3, 12];8056;9
